,Source Account,Tweet Text,Date,Tweets Ago,Compound Sentiment,Positive Sentiment,Neutral Sentiment,Negative Sentiment
246,CNN,.@caltech says gravitational waves are caused by some of the most violent and energetic processes in the universe https://t.co/cpCxU6HY3e,Tue Oct 03 10:20:04 +0000 2017,46,-0.2568,0.13,0.698,0.172
247,CNN,"Gravitational waves are ""ripples"" in the fabric of space-time, @caltech explains https://t.co/5ceIAh6vuh #NobelPrize",Tue Oct 03 10:18:52 +0000 2017,47,0.0,0.0,1.0,0.0
248,CNN,JUST IN: #NobelPrize in physics goes to three scientists for their work in detecting gravitational waves… https://t.co/SHCrQTyrM0,Tue Oct 03 10:17:00 +0000 2017,48,0.0,0.0,1.0,0.0
249,CNN,This antique Chinese bowl fetched a whopping $38 million at auction today https://t.co/9M40qEc7V6 https://t.co/bkvqgyhDMx,Tue Oct 03 10:08:38 +0000 2017,49,0.0,0.0,1.0,0.0
250,CNN,"Police had no prior knowledge of the Las Vegas gunman before the attack, they said https://t.co/de1UraK3Se https://t.co/7zOykOjzch",Tue Oct 03 10:01:41 +0000 2017,50,-0.6486,0.0,0.739,0.261
251,CNN,"Three and a half years after MH370 disappeared, we're no closer to knowing its fate https://t.co/CZgArrorFM https://t.co/dgYqtUpptE",Tue Oct 03 09:55:08 +0000 2017,51,-0.4767,0.0,0.773,0.227
252,CNN,The father of the Las Vegas shooter was previously on the FBI's Most Wanted list https://t.co/4tfR1sM1AW https://t.co/HL9tuJCD1S,Tue Oct 03 09:48:48 +0000 2017,52,0.0,0.0,1.0,0.0
253,CNN,Police found 23 weapons in the Las Vegas shooter's hotel room -- but we still don't know his motive… https://t.co/Pem6kns7Re,Tue Oct 03 09:42:30 +0000 2017,53,-0.2382,0.0,0.907,0.093
254,CNN,Google and Facebook are being criticized for helping spread bad information after the Las Vegas attack… https://t.co/yUGQakMhJM,Tue Oct 03 09:36:20 +0000 2017,54,-0.5859,0.099,0.631,0.27
255,CNN,"Tesla planned to build 1,500 of the Model 3 in the third quarter. 

The actual number it built? 260.… https://t.co/rYNk4TMcUt",Tue Oct 03 09:30:10 +0000 2017,55,0.0772,0.067,0.933,0.0
256,CNN,Why the Las Vegas horror is unlikely to shift the gun debate | Analysis by @StCollinson https://t.co/kAdcxFKktR https://t.co/89zxf7gLBB,Tue Oct 03 09:20:04 +0000 2017,56,-0.7269,0.0,0.711,0.289
257,CNN,At least 59 people died in the Las Vegas shooting. Here's what we know about the 32nd-floor room in the Mandalay Ba… https://t.co/69OqOmmNq1,Tue Oct 03 09:10:03 +0000 2017,57,-0.5574,0.0,0.859,0.141
258,CNN,Spain is facing a political crisis after Catalans voted in favor of independence in a contested referendum… https://t.co/RlKKor3hUU,Tue Oct 03 09:00:12 +0000 2017,58,-0.34,0.13,0.673,0.197
259,CNN,"You don't need a permit to buy a gun in Nevada, and it's legal to own assault weapons and large-capacity magazines… https://t.co/jy3qHGHk3Z",Tue Oct 03 08:55:54 +0000 2017,59,-0.8225,0.056,0.602,0.342
260,CNN,Facebook says Russian-bought political ads reached an estimated 10 million people  https://t.co/t3YsIMEzJ1,Tue Oct 03 08:49:50 +0000 2017,60,0.1027,0.113,0.887,0.0
261,CNN,"Las Vegas shooting survivor to rescuer: ""I just want to tell him how grateful I am for basically saving my life""… https://t.co/9GAmzAEFNN",Tue Oct 03 08:40:18 +0000 2017,61,0.7003,0.274,0.726,0.0
262,CNN,"Rohingya refugees who fled Myanmar are now living in fear in India -- 40,000 Rohingya face the threat of deportatio… https://t.co/yCEwZLWPks",Tue Oct 03 08:30:06 +0000 2017,62,-0.765,0.0,0.742,0.258
263,CNN,This is what happened the night bullets rained down on Las Vegas https://t.co/npKrDbRb2t https://t.co/DLMT65lrJC,Tue Oct 03 08:21:04 +0000 2017,63,0.0,0.0,1.0,0.0
264,CNN,"The Eiffel Tower in Paris, France, goes dark in a tribute to the victims of attacks in Las Vegas and Marseille… https://t.co/OQd69PbgJZ",Tue Oct 03 08:20:06 +0000 2017,64,-0.6369,0.0,0.785,0.215
265,CNN,The music world reacts to losing one of its greatest songwriters -- rock legend Tom Petty has died at the age of 66… https://t.co/hSJEQ3Q9Ou,Tue Oct 03 08:11:06 +0000 2017,65,-0.4215,0.13,0.621,0.248
266,CNN,"Doctors suspected that a woman had lymphoma, but her ""tumor"" was found to be black tattoo pigment https://t.co/Om7PwC4b8A",Tue Oct 03 08:01:01 +0000 2017,66,-0.1154,0.0,0.917,0.083
267,CNN,"""Music... is the only real magic that I know."" Rock star Tom Petty dies at the age of 66 https://t.co/BidmR6i6BZ https://t.co/MLMp9GUXrh",Tue Oct 03 07:50:14 +0000 2017,67,-0.2023,0.0,0.913,0.087
268,CNN,Las Vegas investigation: Police discover arsenal of weapons but motive of shooter remains unknown… https://t.co/vSjHgm7Crx,Tue Oct 03 07:31:10 +0000 2017,68,-0.2382,0.0,0.878,0.122
269,CNN,Journalists who happened to be in Nevada for O.J. Simpson's release quickly moved to cover the Las Vegas shooting https://t.co/3W7oXyiATQ,Tue Oct 03 07:31:08 +0000 2017,69,0.0,0.0,1.0,0.0
270,CNN,"The ""city of Las Vegas"" was successful in saving more than 527 lives following the mass shooting, paramedic says… https://t.co/8I1W4BnGVM",Tue Oct 03 07:12:33 +0000 2017,70,0.5859,0.167,0.833,0.0
271,CNN,"Entertainment giants, tech startups and pizza shops are stepping up to support the grieving Las Vegas community… https://t.co/1VAPdqbtRK",Tue Oct 03 07:02:22 +0000 2017,71,0.296,0.231,0.63,0.139
272,CNN,Three European airlines have gone belly up since August. What's going on? https://t.co/P8UykySyAA https://t.co/brMQduvNko,Tue Oct 03 06:31:05 +0000 2017,72,0.0,0.0,1.0,0.0
273,CNN,"""The Simpsons"" took a break from comedy Sunday night to make a serious appeal for Puerto Rico aid… https://t.co/nz3OPGoDkw",Tue Oct 03 06:31:03 +0000 2017,73,0.296,0.133,0.798,0.069
274,CNN,At least 59 people died in the shooting on the Las Vegas Strip. Here we remember those who have been named so far… https://t.co/PFb0pAjiko,Tue Oct 03 06:18:10 +0000 2017,74,-0.5574,0.0,0.865,0.135
275,CNN,"""I felt like there's no way I'm not going to be hit with a bullet."" Witness gives his account of Las Vegas shooting… https://t.co/tD8J1YeFzN",Tue Oct 03 06:09:49 +0000 2017,75,0.0772,0.097,0.817,0.086
276,CNN,Pulse nightclub survivor’s letter to Las Vegas: “Orlando is standing with you.” https://t.co/l1ozHANAKE,Tue Oct 03 06:01:04 +0000 2017,76,0.0,0.0,1.0,0.0
277,CNN,Las Vegas residents stepped up to donate blood and help victims of the deadliest mass shooting in modern US history… https://t.co/JJCbrsH7YP,Tue Oct 03 05:46:10 +0000 2017,77,0.1027,0.113,0.792,0.096
278,CNN,"Vigils are held across the US for victims of Sunday's shooting in Las Vegas, which left at least 59 people dead… https://t.co/udpScAyX1l",Tue Oct 03 05:40:50 +0000 2017,78,-0.3182,0.0,0.901,0.099
279,CNN,Three US scientists have won the Nobel Prize in Physiology or Medicine for body clock insights… https://t.co/SxirThoUSb,Tue Oct 03 05:31:04 +0000 2017,79,0.7906,0.318,0.682,0.0
280,CNN,A band frontman hid in a freezer with other concertgoers as the mass shooting on the Las Vegas Strip took place… https://t.co/UwZx8UnMMv,Tue Oct 03 05:25:08 +0000 2017,80,-0.1027,0.0,0.931,0.069
281,CNN,"Facebook says an estimated 10M people were reached by the 3,000 ads it says were bought by Russia-linked accounts… https://t.co/E12EAbxOll",Tue Oct 03 05:15:05 +0000 2017,81,0.1027,0.069,0.931,0.0
282,CNN,"Officials in Las Vegas say they don't need any more blood donations right now; there has been ""overwhelming turnout"" https://t.co/0qTJXteHTM",Tue Oct 03 05:07:05 +0000 2017,82,0.0,0.0,1.0,0.0
283,CNN,“It's like an asteroid fell out of the sky... It just makes no sense”: Las Vegas gunman’s brother speaks to CNN… https://t.co/QM6dSI8br3,Tue Oct 03 04:59:29 +0000 2017,83,0.0772,0.101,0.81,0.089
284,CNN,Tom Petty has died at the age of 66. His music career spanned decades -- here's a look back https://t.co/aVqggFwcUq https://t.co/NxWqG5ejPr,Tue Oct 03 04:52:52 +0000 2017,84,-0.6597,0.0,0.769,0.231
285,CNN,"Las Vegas shooting survivor to rescuer: If he's watching, ""I really just want to tell him how grateful I am for bas… https://t.co/O1uVUo2nxp",Tue Oct 03 04:40:27 +0000 2017,85,0.7251,0.271,0.729,0.0
286,CNN,“The most unimaginable event”: Country music stars react to Las Vegas concert shooting https://t.co/5AZA9FL0uI https://t.co/kugfOawUxh,Tue Oct 03 04:31:07 +0000 2017,86,0.0,0.0,1.0,0.0
287,CNN,"""Music... is the only real magic that I know."" Rock star Tom Petty dies at the age of 66 https://t.co/LKbRoymcwY https://t.co/Ca7WZcjFsj",Tue Oct 03 04:28:41 +0000 2017,87,-0.2023,0.0,0.913,0.087
288,CNN,JUST IN: Rock star Tom Petty dies at the age of 66 after suffering a cardiac arrest at his California home… https://t.co/8ftkrvFjtN,Tue Oct 03 04:18:09 +0000 2017,88,-0.743,0.0,0.711,0.289
289,CNN,"Project Hope is supporting local health clinics in Puerto Rico, as well as looking for those who are stranded https://t.co/ibsF6IIdHD",Tue Oct 03 04:15:06 +0000 2017,89,0.7845,0.317,0.683,0.0
290,CNN,US Supreme Court Justice Neil Gorsuch could be the tie-breaker in a major immigration case https://t.co/CNQ9of6F6b https://t.co/O9h8Sh1FfH,Tue Oct 03 04:01:07 +0000 2017,90,0.7906,0.333,0.667,0.0
291,CNN,Spain is facing a political crisis after Catalans voted in favor of independence in a contested referendum… https://t.co/B8zCSaUgxq,Tue Oct 03 03:54:06 +0000 2017,91,-0.34,0.13,0.673,0.197
292,CNN,"Gabby Giffords' husband Mark Kelly on Las Vegas shooting: ""We can make changes to prevent these things from happeni… https://t.co/BM2seWF6Wl",Tue Oct 03 03:45:46 +0000 2017,92,0.0258,0.055,0.945,0.0
293,CNN,This is what we know so far about the man behind the mass shooting on the Las Vegas Strip https://t.co/bfEoYreJJS,Tue Oct 03 03:34:00 +0000 2017,93,0.0,0.0,1.0,0.0
294,CNN,"RT @CNNTonight: Rep. Ruben Kihuen: The gunman was mysterious even to a lot of people living in Mesquite, Nevada where he was living https:/…",Tue Oct 03 03:25:38 +0000 2017,94,0.0,0.0,1.0,0.0
295,CNN,This is what happened the night bullets rained down on Las Vegas https://t.co/t5BPTG29aL https://t.co/zShNjVUMP5,Tue Oct 03 03:17:31 +0000 2017,95,0.0,0.0,1.0,0.0
296,CNN,Las Vegas residents are stepping up to help victims of the deadliest mass shooting in modern US history… https://t.co/NJ1b7E0mBC,Tue Oct 03 03:04:43 +0000 2017,96,0.1027,0.123,0.773,0.105
297,CNN,"The Eiffel Tower in Paris, France, goes dark in a tribute to the victims of attacks in Las Vegas and Marseille… https://t.co/oTzdRQBjyn",Tue Oct 03 02:52:44 +0000 2017,97,-0.6369,0.0,0.785,0.215
298,CNN,"Las Vegas killer had an arsenal of 42 guns, 23 in his hotel room and 19 in his house, police say… https://t.co/fqJ7eDPmMW",Tue Oct 03 02:42:08 +0000 2017,98,-0.6486,0.0,0.83,0.17
299,CNN,"RT @AC360: Crisis in Puerto Rico: Nearly two weeks after Hurricane Maria, 44% of the population still has no drinking water. https://t.co/4…",Tue Oct 03 02:30:15 +0000 2017,99,-0.743,0.0,0.76,0.24
300,FoxNews,Colin Kaepernick and the history of national anthem protests https://t.co/7OTVcBgTqD #FoxNewsUS (via… https://t.co/os72kZ2qyI,Tue Oct 03 16:37:54 +0000 2017,0,-0.2263,0.0,0.863,0.137
301,FoxNews,"Americans United: Not long before Vegas shooting, concertgoers proudly sang 'God Bless America' led by @BigandRich.… https://t.co/IJzp9ZoJFm",Tue Oct 03 16:32:23 +0000 2017,1,0.8834,0.465,0.535,0.0
302,FoxNews,.@realDonaldTrump talks about recovery efforts after arriving with @FLOTUS in Puerto Rico to survey hurricane damage https://t.co/5VOPXZ1wuc,Tue Oct 03 16:21:00 +0000 2017,2,-0.4939,0.0,0.833,0.167
303,FoxNews,Trump lands in hurricane-ravaged Puerto Rico as he defends administration’s storm response https://t.co/acJ4utVNbl,Tue Oct 03 16:19:22 +0000 2017,3,0.0,0.0,1.0,0.0
304,FoxNews,President @realDonaldTrump arrived at Luis Muniz Air National Guard Base to survey hurricane damage and recovery ef… https://t.co/Uaf53O26NR,Tue Oct 03 16:15:29 +0000 2017,4,-0.4939,0.0,0.842,0.158
305,FoxNews,".@POTUS: ""I've never seen people working so hard in my entire life."" https://t.co/14s2qbEEYZ",Tue Oct 03 16:10:21 +0000 2017,5,-0.2183,0.0,0.865,0.135
306,FoxNews,".@POTUS in Puerto Rico: ""The whole team has been amazing."" https://t.co/MQ2YH1SeQ1",Tue Oct 03 16:07:04 +0000 2017,6,0.0,0.0,1.0,0.0
307,FoxNews,MOMENTS AGO: @POTUS &amp; @FLOTUS arrived in Puerto Rico to see the damage wrought by Hurricane Maria https://t.co/4dVvZUWoPb,Tue Oct 03 15:53:23 +0000 2017,7,-0.4939,0.0,0.842,0.158
308,FoxNews,.@Jason_Aldean on Las Vegas shooting: It is time we 'stand together as one' https://t.co/XZSOBRNO4s https://t.co/ImeedfOImo,Tue Oct 03 15:38:58 +0000 2017,8,0.0,0.0,1.0,0.0
309,FoxNews,.@IngrahamAngle on Las Vegas shooting aftermath: “There is not a government solution for every problem.” https://t.co/iDLaFYveDu,Tue Oct 03 15:38:45 +0000 2017,9,-0.2411,0.0,0.877,0.123
310,FoxNews,JUST IN: U.S Expels 15 Cuban Diplomats Today https://t.co/3U0GIzG3Vo https://t.co/Gej1Xvqvoi,Tue Oct 03 15:27:50 +0000 2017,10,-0.3818,0.0,0.776,0.224
311,FoxNews,How Tom Petty's death was mistakenly reported hours before he died https://t.co/ropLAtxpT2,Tue Oct 03 15:14:53 +0000 2017,11,-0.8658,0.0,0.481,0.519
312,FoxNews,"Country music's John Rich gave his gun to a police officer during Las Vegas shooting
https://t.co/R2fqWidsCj",Tue Oct 03 15:10:07 +0000 2017,12,0.296,0.189,0.684,0.126
313,FoxNews,"Witness to Las Vegas Shooting: ""You just don't know if you're going to make it."" https://t.co/XbWmYcafGv",Tue Oct 03 15:05:57 +0000 2017,13,0.0,0.0,1.0,0.0
314,FoxNews,Former Equifax CEO Grilled on Capitol Hill https://t.co/A9UlXNWjMV https://t.co/BwMbGq0HFQ,Tue Oct 03 14:58:56 +0000 2017,14,0.0,0.0,1.0,0.0
315,FoxNews,".@IngrahamAngle: 'Despicable' for Hillary, Democrats to Politicize Las Vegas Massacre https://t.co/tkwyhUHQwx",Tue Oct 03 14:51:54 +0000 2017,15,0.0,0.0,1.0,0.0
316,FoxNews,Marilou Danley: What we know about Las Vegas shooting assailant's companion https://t.co/PCdMHO296M,Tue Oct 03 14:49:38 +0000 2017,16,0.0,0.0,1.0,0.0
317,FoxNews,".@SenBillNelson on Las Vegas shooting: ""This is a time when our humanity has to overtake our politics."" https://t.co/PHW3dKBglw",Tue Oct 03 14:42:10 +0000 2017,17,0.0,0.0,1.0,0.0
318,FoxNews,"Kathleen Sebelius, former HHS Secretary, to testify at Menendez corruption trial - via @brookefoxnews https://t.co/yyaJmW9qt2",Tue Oct 03 14:40:35 +0000 2017,18,0.0,0.0,1.0,0.0
319,FoxNews,".@SpeakerRyan: ""We are all just reeling from this horror that we witnessed in Las Vegas."" https://t.co/5Q3NWdHAfc",Tue Oct 03 14:16:01 +0000 2017,19,-0.657,0.0,0.774,0.226
320,FoxNews,".@SpeakerRyan: ""To see Steve Scalise standing right here, it is really a miracle. It's really good to have Steve ba… https://t.co/wLMANwzatR",Tue Oct 03 14:12:43 +0000 2017,20,0.8067,0.288,0.712,0.0
321,FoxNews,Las Vegas shooting: Remembering the fallen https://t.co/0g5v5rks7H,Tue Oct 03 14:00:06 +0000 2017,21,-0.3612,0.0,0.706,0.294
322,FoxNews,".@RichLowry: ""The problem with the gun control advocates... they offer ideas that would have nothing to do with pre… https://t.co/5Wv68IKBOe",Tue Oct 03 13:52:25 +0000 2017,22,-0.6249,0.0,0.779,0.221
323,FoxNews,"Adrienne Elrod: ""Every time we have one of these mass shootings, congress debates this... and then nothing gets don… https://t.co/gmMMTf5fXG",Tue Oct 03 13:48:36 +0000 2017,23,0.0,0.0,1.0,0.0
324,FoxNews,5 arrested in Paris after wired explosives found in posh neighborhood (via @travfed)   https://t.co/N9a5AwzZUn,Tue Oct 03 13:35:01 +0000 2017,24,-0.4767,0.0,0.795,0.205
325,FoxNews,"The lights of the Eiffel Tower were turned off last night in Paris, France to pay tribute to Las Vegas and Marseill… https://t.co/W6LJmJxtjP",Tue Oct 03 13:20:03 +0000 2017,25,-0.1027,0.0,0.94,0.06
326,FoxNews,"Nicole Sailers, witness: ""I was scared the whole time."" https://t.co/1bt2E9ydCu",Tue Oct 03 13:11:53 +0000 2017,26,-0.4404,0.0,0.756,0.244
327,FoxNews,".@POTUS on the shooter: ""He was a sick man, a demented man... We're dealing with a very, very sick individual."" https://t.co/3A3rKTZCLr",Tue Oct 03 13:11:17 +0000 2017,27,-0.765,0.0,0.708,0.292
328,FoxNews,WATCH: @bigandrich Sings 'God Bless America' With Crowd Before Las Vegas Shooting https://t.co/A3yHmBw4ws,Tue Oct 03 12:57:04 +0000 2017,28,0.5994,0.308,0.692,0.0
329,FoxNews,Guitarist From Las Vegas Festival: 'I Was Wrong. We Need Gun Control Now' https://t.co/k157QScxpD,Tue Oct 03 12:36:32 +0000 2017,29,-0.3182,0.162,0.558,0.279
330,FoxNews,.@IngrahamAngle on Las Vegas shooting aftermath: “There is not a government solution for every problem.”… https://t.co/8JHtOoPMwk,Tue Oct 03 12:24:06 +0000 2017,30,-0.2411,0.0,0.877,0.123
331,FoxNews,.@IngrahamAngle on Las Vegas shooting: “People want to believe there’s some explanation for this and that is also t… https://t.co/03C706zWRt,Tue Oct 03 12:11:21 +0000 2017,31,0.0772,0.064,0.936,0.0
332,FoxNews,.@SheriffClarke on @foxandfriends: “I’ve been in law enforcement for nearly 40 years and I’m suspicious about every… https://t.co/t3MHNCPbsA,Tue Oct 03 11:59:39 +0000 2017,32,-0.3612,0.0,0.872,0.128
333,FoxNews,.@GeraldoRivera on hurricane recovery in Puerto Rico: Just five percent of the Puerto Rican people have electricity… https://t.co/hhWZL7bUOa,Tue Oct 03 11:56:30 +0000 2017,33,0.0,0.0,1.0,0.0
334,FoxNews,.@SheriffClarke: We Must Find Balance Between Defending the Public &amp; Protecting People's Constitutional Rights https://t.co/U5MCoQXZHw,Tue Oct 03 11:51:42 +0000 2017,34,0.0,0.0,1.0,0.0
335,FoxNews,".@POTUS to visit Las Vegas on Wednesday, days after massacre https://t.co/Qc9gRyFSTs",Tue Oct 03 11:42:20 +0000 2017,35,0.0,0.0,1.0,0.0
336,FoxNews,"Tom Petty dead at 66: Musicians, celebrities react https://t.co/1jfq8zjCb7",Tue Oct 03 11:38:46 +0000 2017,36,-0.7269,0.0,0.534,0.466
337,FoxNews,.@realbobmassi on Las Vegas shooting aftermath: “The town really came together.” @foxandfriends https://t.co/65fRcbE2v1,Tue Oct 03 11:36:19 +0000 2017,37,0.0,0.0,1.0,0.0
338,FoxNews,Retired Las Vegas Police Captain: We Have to Start Thinking Outside the Box https://t.co/oBC3HvBu7L,Tue Oct 03 11:18:26 +0000 2017,38,0.0,0.0,1.0,0.0
339,FoxNews,.@POTUS to visit Puerto Rico amid accusations of mishandling Hurricane Maria aftermath https://t.co/GBggIjiCMy,Tue Oct 03 11:04:46 +0000 2017,39,-0.3182,0.0,0.839,0.161
340,FoxNews,"The lights of the Eiffel Tower were turned off last night in Paris, France to pay tribute to Las Vegas and Marseill… https://t.co/ItxRvTzAaR",Tue Oct 03 10:54:13 +0000 2017,40,-0.1027,0.0,0.94,0.06
341,FoxNews,Las Vegas massacre: Remembering the fallen https://t.co/lYJnWJIIeZ,Tue Oct 03 10:52:34 +0000 2017,41,-0.3612,0.0,0.706,0.294
342,FoxNews,"Tom Petty, who rose to fame in the ‘70s as the lead of Tom Petty and the Heartbreakers, died on Monday at age 66. https://t.co/uPhjIMbLES",Tue Oct 03 10:48:29 +0000 2017,42,-0.7506,0.087,0.602,0.31
343,FoxNews,Stavros Anthony on @foxandfriends: We’re going to have to start thinking about some things that we may need to do t… https://t.co/eYeJIOOtKq,Tue Oct 03 10:46:03 +0000 2017,43,0.0,0.0,1.0,0.0
344,FoxNews,Christopher Scalia on @foxandfriends: “We need to be vigilant about our morality and our values.” https://t.co/BQJ6J7P2i2,Tue Oct 03 10:35:12 +0000 2017,44,0.1779,0.102,0.898,0.0
345,FoxNews,".@KayaJones on @foxandfriends: “We cannot allow any kind of terrorism, whether it’s foreign or domestic, to take co… https://t.co/w57lbbMgwA",Tue Oct 03 10:25:55 +0000 2017,45,-0.7621,0.0,0.722,0.278
346,FoxNews,.@adamhousley on Las Vegas shooting: “People are still looking for loved ones here.” https://t.co/fgdWe35CAF https://t.co/ZJJ1jeR6DZ,Tue Oct 03 10:13:29 +0000 2017,46,0.5994,0.218,0.782,0.0
347,FoxNews,"Exclusive look at Vegas hotel room, a year before shooting https://t.co/m3Hq8a1eEB",Tue Oct 03 09:50:13 +0000 2017,47,0.128,0.143,0.857,0.0
348,FoxNews,In an Instagram post singer @Jason_Aldean expressed the many emotions he's gone through over the last 24 hours. https://t.co/OxKJ7kSQDk,Tue Oct 03 09:45:15 +0000 2017,48,0.0,0.0,1.0,0.0
349,FoxNews,‘I hope nobody tries to pin any of this on you’: OJ Simpson’s lawyer spoke to client after Las Vegas shooting https://t.co/1fioFYtwHX,Tue Oct 03 09:27:18 +0000 2017,49,0.4404,0.121,0.879,0.0
350,FoxNews,Trump leads moment of silence for Las Vegas victims https://t.co/9PnxWhjoXh https://t.co/ls3XKhUwn8,Tue Oct 03 09:19:03 +0000 2017,50,-0.3182,0.0,0.813,0.187
351,FoxNews,"Sheriff David Clarke: ""We gotta find that balance between protecting the public... and preserving people's constitu… https://t.co/Yt0nBo6YvY",Tue Oct 03 09:17:32 +0000 2017,51,0.0,0.0,1.0,0.0
352,FoxNews,"Sheriff David Clarke: ""Our see something say something campaign... I think needs to be reevaluated."" https://t.co/5rgMYOzgFf",Tue Oct 03 09:13:10 +0000 2017,52,0.0,0.0,1.0,0.0
353,FoxNews,"Hotels take a new look at security after Las Vegas, but will customers sacrifice privacy? https://t.co/e9tGxZXV1L",Tue Oct 03 09:08:44 +0000 2017,53,0.1779,0.108,0.892,0.0
354,FoxNews,The @EmpireStateBldg is lit in darkness with a rotating orange halo in sympathy for Las Vegas. https://t.co/GwOmiRXGlg,Tue Oct 03 08:59:01 +0000 2017,54,0.128,0.135,0.757,0.108
355,FoxNews,"The lights of the Eiffel tower were turned off last night in Paris, France to pay tribute to Las Vegas and Marseill… https://t.co/BZpXOKWNFM",Tue Oct 03 08:38:16 +0000 2017,55,-0.1027,0.0,0.94,0.06
356,FoxNews,Deadliest Shooting in US History https://t.co/8KCwN2y0XH https://t.co/GQfbeqny6w,Tue Oct 03 08:34:27 +0000 2017,56,0.0,0.0,1.0,0.0
357,FoxNews,Legendary rock star Tom Petty dead at 66 https://t.co/uPhjIMbLES https://t.co/UjIgXJzMVH,Tue Oct 03 08:25:51 +0000 2017,57,-0.7269,0.0,0.567,0.433
358,FoxNews,"Las Vegas massacre: GoFundMe page raises over $2M, volunteers wait for hours to donate blood https://t.co/mbWFv8vuhn",Tue Oct 03 08:12:47 +0000 2017,58,0.0,0.0,1.0,0.0
359,FoxNews,Search for Motive Intensifies https://t.co/8KCwN2PBPf https://t.co/OEK0AyWdre,Tue Oct 03 08:11:58 +0000 2017,59,0.0,0.0,1.0,0.0
360,FoxNews,"59 killed, 527 injured in Las Vegas shooting https://t.co/0RlQL6bxIh https://t.co/zZqQRRCw7y",Tue Oct 03 08:07:58 +0000 2017,60,-0.802,0.0,0.526,0.474
361,FoxNews,Las Vegas Massacre https://t.co/fgdWe35CAF https://t.co/cb0R76HgwF,Tue Oct 03 08:06:34 +0000 2017,61,0.0,0.0,1.0,0.0
362,FoxNews,White House backs bill criminalizing abortions after 20 weeks https://t.co/BNBJO0hxfU,Tue Oct 03 08:00:01 +0000 2017,62,-0.0516,0.0,0.882,0.118
363,FoxNews,"Hotels take new look at security after Las Vegas, but will customers sacrifice privacy? https://t.co/e9tGxZXV1L",Tue Oct 03 07:45:01 +0000 2017,63,0.1779,0.108,0.892,0.0
364,FoxNews,Comedy writer Megan Amram jokes Las Vegas shooter fits typical profile because he is a 'white man' https://t.co/xWMJYEdzCo,Tue Oct 03 07:21:50 +0000 2017,64,0.5423,0.231,0.769,0.0
365,FoxNews,Benghazi trial begins: Prosecutors say alleged mastermind 'hates America' https://t.co/961bGVrBcF,Tue Oct 03 07:02:05 +0000 2017,65,-0.4404,0.0,0.756,0.244
366,FoxNews,Las Vegas massacre recalls similar slaughter: Texas clock tower shooting https://t.co/GKZuLduwA5,Tue Oct 03 06:45:00 +0000 2017,66,0.0,0.0,1.0,0.0
367,FoxNews,Scientologist Kirstie Alley: Psychiatric drugs common denominator in mass shooters https://t.co/PsE8ClMVhj,Tue Oct 03 06:30:00 +0000 2017,67,0.0,0.0,1.0,0.0
368,FoxNews,"Las Vegas shooter's father, 'Bingo Bruce,' lived colorful life of crime and deception https://t.co/76x8g07kQw",Tue Oct 03 06:15:00 +0000 2017,68,-0.7506,0.0,0.652,0.348
369,FoxNews,"Las Vegas massacre: GoFundMe page raises over $2M, volunteers wait for hours to donate blood https://t.co/mbWFv8vuhn",Tue Oct 03 06:00:00 +0000 2017,69,0.0,0.0,1.0,0.0
370,FoxNews,Gun stocks higher after Las Vegas shooting https://t.co/qSmLJ62VPO via @FoxBusiness,Tue Oct 03 05:45:00 +0000 2017,70,-0.34,0.0,0.789,0.211
371,FoxNews,ABC News' Terry Moran blasts 'right-wing media' on heels of Vegas massacre https://t.co/JvU8a1L0hv via @briansflood,Tue Oct 03 05:34:17 +0000 2017,71,0.0,0.0,1.0,0.0
